URL,Title,Date,Venue
https://www.axs.com/events/553241/zoso-the-ultimate-led-zeppelin-experience-tickets,Zoso - The Ultimate Led Zeppelin Experience,"FRI AUG 23, 2024 - 7:00 PM FRI AUG FRI - 7:00 PM House of Blues Anaheim, Anaheim, CA","House of Blues Anaheim, Anaheim, CA"
https://www.axs.com/events/557413/miel-san-marcos-tickets,Miel San Marcos,"FRI AUG 23, 2024 - 7:00 PM FRI AUG FRI - 7:00 PM Peacock Theater, Los Angeles, CA","Peacock Theater, Los Angeles, CA"
https://www.axs.com/events/591893/chaser-tickets,Chaser,"FRI AUG 23, 2024 - 7:00 PM FRI AUG FRI - 7:00 PM The Parish at House of Blues Anaheim, Anaheim, CA","The Parish at House of Blues Anaheim, Anaheim, CA"
https://www.axs.com/events/598596/jpegmafia-tickets,Jpegmafia,"FRI AUG 23, 2024 - 7:00 PM FRI AUG FRI - 7:00 PM Hollywood Palladium, Los Angeles, CA","Hollywood Palladium, Los Angeles, CA"
https://www.axs.com/events/515398/tampa-bay-rays-at-los-angeles-dodgers-tickets,Tampa Bay Rays at Los Angeles Dodgers,"FRI AUG 23, 2024 - 7:10 PM FRI AUG FRI - 7:10 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/544635/tampa-bay-rays-at-los-angeles-dodgers-parking-tickets,Tampa Bay Rays at Los Angeles Dodgers Parking,"FRI AUG 23, 2024 - 7:11 PM FRI AUG FRI - 7:11 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/524266/ringling-bros-and-barnum-bailey-presents-the-greatest-show-on-earth-8--tickets,Ringling Bros. and Barnum & Bailey Presents The Greatest Show On Earth 8/23 7PM,"FRI AUG 23, 2024 - 7:30 PM FRI AUG FRI - 7:30 PM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/537447/billy-strings-tickets,Billy Strings,"FRI AUG 23, 2024 - 7:30 PM FRI AUG FRI - 7:30 PM Kia Forum, Inglewood, CA","Kia Forum, Inglewood, CA"
https://www.axs.com/events/566181/streetlight-manifesto-tickets,Streetlight Manifesto,"FRI AUG 23, 2024 - 7:30 PM FRI AUG FRI - 7:30 PM The Wiltern, Los Angeles, CA","The Wiltern, Los Angeles, CA"
https://www.axs.com/events/599477/leslie-liao-21-event-tickets,Leslie Liao (21+ Event),"FRI AUG 23, 2024 - 7:30 PM FRI AUG FRI - 7:30 PM Irvine Improv, Irvine, CA","Irvine Improv, Irvine, CA"
https://www.axs.com/events/555275/billy-strings-parking-tickets,Billy Strings Parking,"FRI AUG 23, 2024 - 7:31 PM FRI AUG FRI - 7:31 PM Kia Forum, Inglewood, CA","Kia Forum, Inglewood, CA"
https://www.axs.com/events/513116/lettuce-tickets,Lettuce,"FRI AUG 23, 2024 - 8:00 PM FRI AUG FRI - 8:00 PM NEW DATE The Novo, Los Angeles, CA","The Novo, Los Angeles, CA"
https://www.axs.com/events/533493/pink-martini-tickets,Pink Martini,"FRI AUG 23, 2024 - 8:00 PM FRI AUG FRI - 8:00 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/570469/pesado-tickets,Pesado,"FRI AUG 23, 2024 - 8:00 PM FRI AUG FRI - 8:00 PM City National Grove of Anaheim, Anaheim, CA","City National Grove of Anaheim, Anaheim, CA"
https://www.axs.com/events/570976/princess-mononoke-film-tickets,Princess Mononoke - Film,"FRI AUG 23, 2024 - 8:00 PM FRI AUG FRI - 8:00 PM John Anson Ford, Los Angeles, CA","John Anson Ford, Los Angeles, CA"
https://www.axs.com/events/624835/clue-the-musical-tickets,Clue - The Musical,"FRI AUG 23, 2024 - 8:00 PM FRI AUG FRI - 8:00 PM Ahmanson Theatre, Los Angeles, CA","Ahmanson Theatre, Los Angeles, CA"
https://www.axs.com/events/559102/pink-martini-parking-tickets,Pink Martini Parking,"FRI AUG 23, 2024 - 8:01 PM FRI AUG FRI - 8:01 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/620674/pageant-of-the-masters-tickets,Pageant of the Masters,"FRI AUG 23, 2024 - 8:30 PM FRI AUG FRI - 8:30 PM Irvine Bowl, Laguna Beach, CA","Irvine Bowl, Laguna Beach, CA"
https://www.axs.com/events/581131/victony-tickets,Victony,"FRI AUG 23, 2024 - 9:00 PM FRI AUG FRI - 9:00 PM The Roxy, Los Angeles, CA","The Roxy, Los Angeles, CA"
https://www.axs.com/events/590758/diesel-tickets,DIESEL,"FRI AUG 23, 2024 - 9:00 PM FRI AUG FRI - 9:00 PM Shrine Expo Hall, Los Angeles, CA","Shrine Expo Hall, Los Angeles, CA"
https://www.axs.com/events/597832/the-boogie-knights-tickets,The Boogie Knights,"FRI AUG 23, 2024 - 9:00 PM FRI AUG FRI - 9:00 PM The Canyon Agoura Hills, Agoura Hills, CA","The Canyon Agoura Hills, Agoura Hills, CA"
https://www.axs.com/events/607633/bob-marley-the-wailers-tribute-by-one-drop-redemption-tickets,Bob Marley & The Wailers Tribute by One Drop Redemption,"FRI AUG 23, 2024 - 9:00 PM FRI AUG FRI - 9:00 PM The Canyon Montclair, Montclair, CA","The Canyon Montclair, Montclair, CA"
https://www.axs.com/events/621821/atliens-tickets,ATLiens,"FRI AUG 23, 2024 - 9:30 PM FRI AUG FRI - 9:30 PM TIME Nightclub, Costa Mesa, CA","TIME Nightclub, Costa Mesa, CA"
https://www.axs.com/events/599530/leslie-liao-21-event-tickets,Leslie Liao (21+ Event),"FRI AUG 23, 2024 - 9:45 PM FRI AUG FRI - 9:45 PM Irvine Improv, Irvine, CA","Irvine Improv, Irvine, CA"
https://www.axs.com/events/608564/marten-horger-21-event-tickets,Marten Horger (21+ Event),"FRI AUG 23, 2024 - 10:00 PM FRI AUG FRI - 10:00 PM Academy LA, Los Angeles, CA","Academy LA, Los Angeles, CA"
https://www.axs.com/events/524267/ringling-bros-and-barnum-bailey-presents-the-greatest-show-on-earth-8--tickets,Ringling Bros. and Barnum & Bailey Presents The Greatest Show On Earth 8/24 11AM,"SAT AUG 24, 2024 - 11:00 AM SAT AUG SAT - 11:00 AM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/624836/clue-the-musical-tickets,Clue - The Musical,"SAT AUG 24, 2024 - 2:00 PM SAT AUG SAT - 2:00 PM Ahmanson Theatre, Los Angeles, CA","Ahmanson Theatre, Los Angeles, CA"
https://www.axs.com/events/524268/ringling-bros-and-barnum-bailey-presents-the-greatest-show-on-earth-8--tickets,Ringling Bros. and Barnum & Bailey Presents The Greatest Show On Earth 8/24 3PM,"SAT AUG 24, 2024 - 3:00 PM SAT AUG SAT - 3:00 PM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/565778/coal-chamber-tickets,Coal Chamber,"SAT AUG 24, 2024 - 5:00 PM SAT AUG SAT - 5:00 PM House of Blues Anaheim, Anaheim, CA","House of Blues Anaheim, Anaheim, CA"
https://www.axs.com/events/610913/black-tiger-sex-machine-skull-machine-and-kai-wachi-18-event-tickets,"Black Tiger Sex Machine, Skull Machine, and Kai Wachi (18+ Event)","SAT AUG 24, 2024 - 5:00 PM SAT AUG SAT - 5:00 PM The Torch at LA Coliseum, Los Angeles, CA","The Torch at LA Coliseum, Los Angeles, CA"
https://www.axs.com/events/520935/limp-bizkit-tickets,Limp Bizkit,"SAT AUG 24, 2024 - 5:30 PM SAT AUG SAT - 5:30 PM Glen Helen Amphitheater, San Bernardino, CA","Glen Helen Amphitheater, San Bernardino, CA"
https://www.axs.com/events/553322/iration-and-pepper-tickets,Iration and Pepper,"SAT AUG 24, 2024 - 5:30 PM SAT AUG SAT - 5:30 PM Pacific Amphitheatre, Costa Mesa, CA","Pacific Amphitheatre, Costa Mesa, CA"
https://www.axs.com/events/574472/iration-parking-tickets,Iration Parking,"SAT AUG 24, 2024 - 5:31 PM SAT AUG SAT - 5:31 PM Pacific Amphitheatre, Costa Mesa, CA","Pacific Amphitheatre, Costa Mesa, CA"
https://www.axs.com/events/578485/jesus-jones-tickets,Jesus Jones,"SAT AUG 24, 2024 - 6:00 PM SAT AUG SAT - 6:00 PM Whisky a Go Go, Los Angeles, CA","Whisky a Go Go, Los Angeles, CA"
https://www.axs.com/events/610923/ghostland-observatory-tickets,Ghostland Observatory,"SAT AUG 24, 2024 - 6:00 PM SAT AUG SAT - 6:00 PM Teragram Ballroom, Los Angeles, CA","Teragram Ballroom, Los Angeles, CA"
https://www.axs.com/events/610953/west-coast-awards-ball-tickets,West Coast Awards Ball,"SAT AUG 24, 2024 - 6:00 PM SAT AUG SAT - 6:00 PM Belasco Theater Los Angeles, Los Angeles, CA","Belasco Theater Los Angeles, Los Angeles, CA"
https://www.axs.com/events/631803/comedy-fest-tickets,Comedy Fest,"SAT AUG 24, 2024 - 6:00 PM SAT AUG SAT - 6:00 PM The Stand Up Comedy Club, Bellflower, CA","The Stand Up Comedy Club, Bellflower, CA"
https://www.axs.com/events/515420/tampa-bay-rays-at-los-angeles-dodgers-lakers-showtime-t-shirt-giveaway-tickets,Tampa Bay Rays at Los Angeles Dodgers (Lakers Showtime T-Shirt Giveaway),"SAT AUG 24, 2024 - 6:10 PM SAT AUG SAT - 6:10 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/544643/tampa-bay-rays-at-los-angeles-dodgers-parking-tickets,Tampa Bay Rays at Los Angeles Dodgers Parking,"SAT AUG 24, 2024 - 6:11 PM SAT AUG SAT - 6:11 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/503021/kane-brown-tickets,Kane Brown ,"SAT AUG 24, 2024 - 6:30 PM SAT AUG SAT - 6:30 PM BMO Stadium, Los Angeles, CA","BMO Stadium, Los Angeles, CA"
https://www.axs.com/events/526757/lost-80-s-live-tickets,Lost 80's Live,"SAT AUG 24, 2024 - 6:30 PM SAT AUG SAT - 6:30 PM Peacock Theater, Los Angeles, CA","Peacock Theater, Los Angeles, CA"
https://www.axs.com/events/542472/lake-elsinore-storm-at-rancho-cucamonga-quakes-tickets,Lake Elsinore Storm at Rancho Cucamonga Quakes,"SAT AUG 24, 2024 - 6:30 PM SAT AUG SAT - 6:30 PM LoanMart Field, Rancho Cucamonga, CA","LoanMart Field, Rancho Cucamonga, CA"
https://www.axs.com/events/606690/zach-palmer-tickets,Zach Palmer,"SAT AUG 24, 2024 - 6:30 PM SAT AUG SAT - 6:30 PM The Moroccan Lounge, Los Angeles, CA","The Moroccan Lounge, Los Angeles, CA"
https://www.axs.com/events/524269/ringling-bros-and-barnum-bailey-presents-the-greatest-show-on-earth-8--tickets,Ringling Bros. and Barnum & Bailey Presents The Greatest Show On Earth 8/24 7PM,"SAT AUG 24, 2024 - 7:00 PM SAT AUG SAT - 7:00 PM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/550935/journey-usa-tickets,Journey USA,"SAT AUG 24, 2024 - 7:00 PM SAT AUG SAT - 7:00 PM City National Grove of Anaheim, Anaheim, CA","City National Grove of Anaheim, Anaheim, CA"
https://www.axs.com/events/557707/the-palms-tickets,The Palms,"SAT AUG 24, 2024 - 7:00 PM SAT AUG SAT - 7:00 PM Troubadour, West Hollywood, CA","Troubadour, West Hollywood, CA"
https://www.axs.com/events/596335/drew-afualo-tickets,Drew Afualo,"SAT AUG 24, 2024 - 7:00 PM SAT AUG SAT - 7:00 PM The Regent, Los Angeles, CA","The Regent, Los Angeles, CA"
https://www.axs.com/events/599550/leslie-liao-21-event-tickets,Leslie Liao (21+ Event),"SAT AUG 24, 2024 - 7:00 PM SAT AUG SAT - 7:00 PM Irvine Improv, Irvine, CA","Irvine Improv, Irvine, CA"
https://www.axs.com/events/610986/fear-tickets,Fear,"SAT AUG 24, 2024 - 7:00 PM SAT AUG SAT - 7:00 PM The Observatory, Santa Ana, CA","The Observatory, Santa Ana, CA"
https://www.axs.com/events/522106/la-galaxy-v-atlanta-united-tickets,LA Galaxy v. Atlanta United,"SAT AUG 24, 2024 - 7:30 PM SAT AUG SAT - 7:30 PM Dignity Health Sports Park, Carson, CA","Dignity Health Sports Park, Carson, CA"
https://www.axs.com/events/537446/billy-strings-tickets,Billy Strings,"SAT AUG 24, 2024 - 7:30 PM SAT AUG SAT - 7:30 PM Kia Forum, Inglewood, CA","Kia Forum, Inglewood, CA"
https://www.axs.com/events/555281/billy-strings-parking-tickets,Billy Strings Parking,"SAT AUG 24, 2024 - 7:31 PM SAT AUG SAT - 7:31 PM Kia Forum, Inglewood, CA","Kia Forum, Inglewood, CA"
https://www.axs.com/events/533484/pink-martini-tickets,Pink Martini,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/565251/hot-freaks-tickets,Hot Freaks,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM Constellation Room, Santa Ana, CA","Constellation Room, Santa Ana, CA"
https://www.axs.com/events/570964/spirited-away-film-tickets,Spirited Away - Film,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM John Anson Ford, Los Angeles, CA","John Anson Ford, Los Angeles, CA"
https://www.axs.com/events/578637/peso-pluma-tickets,Peso Pluma,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM Intuit Dome, Inglewood, CA","Intuit Dome, Inglewood, CA"
https://www.axs.com/events/609281/broadway-rave-tickets,Broadway Rave,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM The Parish at House of Blues Anaheim, Anaheim, CA","The Parish at House of Blues Anaheim, Anaheim, CA"
https://www.axs.com/events/614393/the-fantasy-footballers-tickets,The Fantasy Footballers,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM Palace Theatre, Los Angeles, CA","Palace Theatre, Los Angeles, CA"
https://www.axs.com/events/624837/clue-the-musical-tickets,Clue - The Musical,"SAT AUG 24, 2024 - 8:00 PM SAT AUG SAT - 8:00 PM Ahmanson Theatre, Los Angeles, CA","Ahmanson Theatre, Los Angeles, CA"
https://www.axs.com/events/559109/pink-martini-parking-tickets,Pink Martini Parking,"SAT AUG 24, 2024 - 8:01 PM SAT AUG SAT - 8:01 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/597266/peso-pluma-parking-tickets,Peso Pluma Parking,"SAT AUG 24, 2024 - 8:01 PM SAT AUG SAT - 8:01 PM Intuit Dome, Inglewood, CA","Intuit Dome, Inglewood, CA"
https://www.axs.com/events/620660/pageant-of-the-masters-tickets,Pageant of the Masters,"SAT AUG 24, 2024 - 8:30 PM SAT AUG SAT - 8:30 PM Irvine Bowl, Laguna Beach, CA","Irvine Bowl, Laguna Beach, CA"
https://www.axs.com/events/552588/the-white-buffalo-shawn-james-tickets,The White Buffalo + Shawn James,"SAT AUG 24, 2024 - 9:00 PM SAT AUG SAT - 9:00 PM Fonda Theatre, Los Angeles, CA","Fonda Theatre, Los Angeles, CA"
https://www.axs.com/events/565690/bay-ledges-tickets,Bay Ledges,"SAT AUG 24, 2024 - 9:00 PM SAT AUG SAT - 9:00 PM The Roxy, Los Angeles, CA","The Roxy, Los Angeles, CA"
https://www.axs.com/events/607474/bob-marley-the-wailers-tribute-by-one-drop-redemption-tickets,Bob Marley & The Wailers Tribute by One Drop Redemption,"SAT AUG 24, 2024 - 9:00 PM SAT AUG SAT - 9:00 PM The Canyon Agoura Hills, Agoura Hills, CA","The Canyon Agoura Hills, Agoura Hills, CA"
https://www.axs.com/events/599508/leslie-liao-21-event-tickets,Leslie Liao (21+ Event),"SAT AUG 24, 2024 - 9:30 PM SAT AUG SAT - 9:30 PM Irvine Improv, Irvine, CA","Irvine Improv, Irvine, CA"
https://www.axs.com/events/621824/dj-hyo-21-event-tickets,DJ HYO (21+ Event),"SAT AUG 24, 2024 - 9:30 PM SAT AUG SAT - 9:30 PM TIME Nightclub, Costa Mesa, CA","TIME Nightclub, Costa Mesa, CA"
https://www.axs.com/events/603974/gimme-gimme-disco-tickets,Gimme Gimme Disco,"SAT AUG 24, 2024 - 10:00 PM SAT AUG SAT - 10:00 PM Teragram Ballroom, Los Angeles, CA","Teragram Ballroom, Los Angeles, CA"
https://www.axs.com/events/608561/danny-avila-21-event-tickets,Danny Avila (21+ Event),"SAT AUG 24, 2024 - 10:00 PM SAT AUG SAT - 10:00 PM Academy LA, Los Angeles, CA","Academy LA, Los Angeles, CA"
https://www.axs.com/events/524270/ringling-bros-and-barnum-bailey-presents-the-greatest-show-on-earth-8--tickets,Ringling Bros. and Barnum & Bailey Presents The Greatest Show On Earth 8/25 11AM,"SUN AUG 25, 2024 - 11:00 AM SUN AUG SUN - 11:00 AM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/624831/clue-the-musical-tickets,Clue - The Musical,"SUN AUG 25, 2024 - 1:00 PM SUN AUG SUN - 1:00 PM Ahmanson Theatre, Los Angeles, CA","Ahmanson Theatre, Los Angeles, CA"
https://www.axs.com/events/515402/tampa-bay-rays-at-los-angeles-dodgers-kobe-bryant-jersey-giveaway-tickets,Tampa Bay Rays at Los Angeles Dodgers (Kobe Bryant Jersey Giveaway),"SUN AUG 25, 2024 - 1:10 PM SUN AUG SUN - 1:10 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/544626/tampa-bay-rays-at-los-angeles-dodgers-parking-tickets,Tampa Bay Rays at Los Angeles Dodgers Parking,"SUN AUG 25, 2024 - 1:11 PM SUN AUG SUN - 1:11 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/524271/ringling-bros-and-barnum-bailey-presents-the-greatest-show-on-earth-8--tickets,Ringling Bros. and Barnum & Bailey Presents The Greatest Show On Earth 8/25 3PM,"SUN AUG 25, 2024 - 3:00 PM SUN AUG SUN - 3:00 PM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/618954/lmu-men-s-soccer-vs-csun-tickets,LMU Men's Soccer vs CSUN,"SUN AUG 25, 2024 - 4:00 PM SUN AUG SUN - 4:00 PM Sullivan Field, Los Angeles, CA","Sullivan Field, Los Angeles, CA"
https://www.axs.com/events/542426/lake-elsinore-storm-at-rancho-cucamonga-quakes-tickets,Lake Elsinore Storm at Rancho Cucamonga Quakes,"SUN AUG 25, 2024 - 5:00 PM SUN AUG SUN - 5:00 PM LoanMart Field, Rancho Cucamonga, CA","LoanMart Field, Rancho Cucamonga, CA"
https://www.axs.com/events/520516/def-leppard-journey-tickets,Def Leppard / Journey,"SUN AUG 25, 2024 - 6:00 PM SUN AUG SUN - 6:00 PM SoFi Stadium, Inglewood, CA","SoFi Stadium, Inglewood, CA"
https://www.axs.com/events/550948/lost-80s-live-tickets,Lost 80s Live,"SUN AUG 25, 2024 - 6:00 PM SUN AUG SUN - 6:00 PM City National Grove of Anaheim, Anaheim, CA","City National Grove of Anaheim, Anaheim, CA"
https://www.axs.com/events/552907/la-cotorrisa-tickets,La Cotorrisa,"SUN AUG 25, 2024 - 6:00 PM SUN AUG SUN - 6:00 PM The Wiltern, Los Angeles, CA","The Wiltern, Los Angeles, CA"
https://www.axs.com/events/598213/riff-raff-tickets,Riff Raff,"SUN AUG 25, 2024 - 6:00 PM SUN AUG SUN - 6:00 PM Whisky a Go Go, Los Angeles, CA","Whisky a Go Go, Los Angeles, CA"
https://www.axs.com/events/574449/paquita-la-del-barrio-parking-tickets,Paquita La Del Barrio Parking,"SUN AUG 25, 2024 - 6:01 PM SUN AUG SUN - 6:01 PM Pacific Amphitheatre, Costa Mesa, CA","Pacific Amphitheatre, Costa Mesa, CA"
https://www.axs.com/events/533485/mt-joy-kcrw-world-festival-tickets,Mt. Joy KCRW World Festival,"SUN AUG 25, 2024 - 7:00 PM SUN AUG SUN - 7:00 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/573413/paquita-la-del-barrio-tickets,Paquita la del Barrio,"SUN AUG 25, 2024 - 7:00 PM SUN AUG SUN - 7:00 PM Pacific Amphitheatre, Costa Mesa, CA","Pacific Amphitheatre, Costa Mesa, CA"
https://www.axs.com/events/599512/leslie-liao-21-event-tickets,Leslie Liao (21+ Event),"SUN AUG 25, 2024 - 7:00 PM SUN AUG SUN - 7:00 PM Irvine Improv, Irvine, CA","Irvine Improv, Irvine, CA"
https://www.axs.com/events/609702/danny-lopriore-tickets,Danny Lopriore,"SUN AUG 25, 2024 - 7:00 PM SUN AUG SUN - 7:00 PM Constellation Room, Santa Ana, CA","Constellation Room, Santa Ana, CA"
https://www.axs.com/events/559104/mt-joy-parking-tickets,Mt Joy Parking,"SUN AUG 25, 2024 - 7:01 PM SUN AUG SUN - 7:01 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/570978/nausicaa-of-the-valley-of-the-wind-film-tickets,Nausicaa of the Valley of the Wind - Film,"SUN AUG 25, 2024 - 7:30 PM SUN AUG SUN - 7:30 PM John Anson Ford, Los Angeles, CA","John Anson Ford, Los Angeles, CA"
https://www.axs.com/events/577164/hot-freaks-tickets,Hot Freaks,"SUN AUG 25, 2024 - 8:00 PM SUN AUG SUN - 8:00 PM The Echo, Los Angeles, CA","The Echo, Los Angeles, CA"
https://www.axs.com/events/608261/fred-wesley-and-the-new-jbs-21-event-tickets,Fred Wesley and the New JBs (21+ Event),"SUN AUG 25, 2024 - 8:00 PM SUN AUG SUN - 8:00 PM The Venice West, Los Angeles, CA","The Venice West, Los Angeles, CA"
https://www.axs.com/events/619081/davey-and-the-midnights-tickets,Davey And The Midnights,"SUN AUG 25, 2024 - 8:00 PM SUN AUG SUN - 8:00 PM Saint Rocke, Hermosa Beach, CA","Saint Rocke, Hermosa Beach, CA"
https://www.axs.com/events/622714/pageant-of-the-masters-tickets,Pageant of the Masters,"SUN AUG 25, 2024 - 8:30 PM SUN AUG SUN - 8:30 PM Irvine Bowl, Laguna Beach, CA","Irvine Bowl, Laguna Beach, CA"
https://www.axs.com/events/581076/an-evening-with-the-bloody-beetroots-tickets,An Evening with The Bloody Beetroots,"SUN AUG 25, 2024 - 9:00 PM SUN AUG SUN - 9:00 PM The Roxy, Los Angeles, CA","The Roxy, Los Angeles, CA"
https://www.axs.com/events/620683/pageant-of-the-masters-tickets,Pageant of the Masters,"MON AUG 26, 2024 - 8:30 PM MON AUG MON - 8:30 PM Irvine Bowl, Laguna Beach, CA","Irvine Bowl, Laguna Beach, CA"
https://www.axs.com/events/537751/311-tickets,311,"TUE AUG 27, 2024 - 6:30 PM TUE AUG TUE - 6:30 PM Pacific Amphitheatre, Costa Mesa, CA","Pacific Amphitheatre, Costa Mesa, CA"
https://www.axs.com/events/574465/311-parking-tickets,311 Parking,"TUE AUG 27, 2024 - 6:31 PM TUE AUG TUE - 6:31 PM Pacific Amphitheatre, Costa Mesa, CA","Pacific Amphitheatre, Costa Mesa, CA"
https://www.axs.com/events/558094/lucky-daye-tickets,Lucky Daye,"TUE AUG 27, 2024 - 7:00 PM TUE AUG TUE - 7:00 PM House of Blues Anaheim, Anaheim, CA","House of Blues Anaheim, Anaheim, CA"
https://www.axs.com/events/578510/plush-tickets,Plush,"TUE AUG 27, 2024 - 7:00 PM TUE AUG TUE - 7:00 PM Whisky a Go Go, Los Angeles, CA","Whisky a Go Go, Los Angeles, CA"
https://www.axs.com/events/615882/last-summer-cruisin-tickets,Last Summer Cruisin,"TUE AUG 27, 2024 - 7:00 PM TUE AUG TUE - 7:00 PM Toyota Arena, Ontario, CA","Toyota Arena, Ontario, CA"
https://www.axs.com/events/625495/country-night-tickets,Country Night,"TUE AUG 27, 2024 - 7:00 PM TUE AUG TUE - 7:00 PM The Canyon Montclair, Montclair, CA","The Canyon Montclair, Montclair, CA"
https://www.axs.com/events/513858/baltimore-orioles-at-los-angeles-dodgers-tickets,Baltimore Orioles at Los Angeles Dodgers,"TUE AUG 27, 2024 - 7:10 PM TUE AUG TUE - 7:10 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/544640/baltimore-orioles-at-los-angeles-dodgers-parking-tickets,Baltimore Orioles at Los Angeles Dodgers Parking,"TUE AUG 27, 2024 - 7:11 PM TUE AUG TUE - 7:11 PM Dodger Stadium, Los Angeles, CA","Dodger Stadium, Los Angeles, CA"
https://www.axs.com/events/540397/twenty-one-pilots-tickets,Twenty One Pilots,"TUE AUG 27, 2024 - 8:00 PM TUE AUG TUE - 8:00 PM Intuit Dome, Inglewood, CA","Intuit Dome, Inglewood, CA"
https://www.axs.com/events/559112/los-angeles-philharmonic-singin-in-the-rain-in-concert-tickets,Los Angeles Philharmonic - Singin In The Rain In Concert,"TUE AUG 27, 2024 - 8:00 PM TUE AUG TUE - 8:00 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/594421/asake-tickets,Asake,"TUE AUG 27, 2024 - 8:00 PM TUE AUG TUE - 8:00 PM YouTube Theater, Inglewood, CA","YouTube Theater, Inglewood, CA"
https://www.axs.com/events/551322/twenty-one-pilots-parking-tickets,Twenty One Pilots Parking,"TUE AUG 27, 2024 - 8:01 PM TUE AUG TUE - 8:01 PM Intuit Dome, Inglewood, CA","Intuit Dome, Inglewood, CA"
https://www.axs.com/events/559099/los-angeles-philharmonic-parking-tickets,Los Angeles Philharmonic Parking,"TUE AUG 27, 2024 - 8:01 PM TUE AUG TUE - 8:01 PM Hollywood Bowl, Hollywood, CA","Hollywood Bowl, Hollywood, CA"
https://www.axs.com/events/620667/pageant-of-the-masters-tickets,Pageant of the Masters,"TUE AUG 27, 2024 - 8:30 PM TUE AUG TUE - 8:30 PM Irvine Bowl, Laguna Beach, CA","Irvine Bowl, Laguna Beach, CA"
https://www.axs.com/events/604562/alien-ant-farm-tickets,Alien Ant Farm,"WED AUG 28, 2024 - 6:00 PM WED AUG WED - 6:00 PM Whisky a Go Go, Los Angeles, CA","Whisky a Go Go, Los Angeles, CA"
https://www.axs.com/events/566603/twen-18-eventrescheduled-from-0824-tickets,Twen (18+ Event)(Rescheduled from 08/24),"WED AUG 28, 2024 - 6:30 PM WED AUG WED - 6:30 PM The Moroccan Lounge, Los Angeles, CA","The Moroccan Lounge, Los Angeles, CA"
https://www.axs.com/events/532338/santana-and-counting-crows-tickets,Santana and Counting Crows,"WED AUG 28, 2024 - 7:00 PM WED AUG WED - 7:00 PM Kia Forum, Inglewood, CA","Kia Forum, Inglewood, CA"
https://www.axs.com/events/534621/la-sparks-vs-new-york-liberty-tickets,LA Sparks vs. New York Liberty,"WED AUG 28, 2024 - 7:00 PM WED AUG WED - 7:00 PM Crypto.com Arena, Los Angeles, CA","Crypto.com Arena, Los Angeles, CA"
https://www.axs.com/events/611320/gavn-tickets,gavn,"WED AUG 28, 2024 - 7:00 PM WED AUG WED - 7:00 PM The Echo, Los Angeles, CA","The Echo, Los Angeles, CA"
https://www.axs.com/events/625121/country-night-tickets,Country Night,"WED AUG 28, 2024 - 7:00 PM WED AUG WED - 7:00 PM The Canyon Agoura Hills, Agoura Hills, CA","The Canyon Agoura Hills, Agoura Hills, CA"
